#Nodes (id	xPos	yPos)
1	240.0	200.0
2	239.99390780625566	200.69809625749133
3	239.97563308076383	201.39597986810003
4	239.94518139018294	202.09343824971776
5	239.90256201039296	202.79025894976502
6	239.8477879236698	203.48622970990633
7	239.78087581473093	204.18113853070614
8	239.7018460656529	204.8747737362059
9	239.6107227496628	205.56692403840262
10	239.5075336238055	206.25737860160925
11	239.39231012048833	206.9459271066772
12	239.26508733790655	207.6323598150618
13	239.12590402935223	208.31646763271038
14	238.9748025914094	208.99804217375458
15	238.81182905103987	209.6768758239867
16	238.63703305156272	210.35276180410082
17	238.45046783753276	211.02549423267996
18	238.25219023852142	211.69486818890948
19	238.04226065180615	212.3606797749979
20	237.82074302397268	213.02272617828626
21	237.58770483143633	213.68080573302674
22	237.34321705988808	214.33471798181202
23	237.0873541826715	214.98426373663648
24	236.8201941380976	215.62924513957094
25	236.54181830570403	216.269465723032
26	236.252311481466	216.90473046962796
27	235.9517618519667	217.5348458715631
28	235.64026096753472	218.15961998958187
29	235.31790371435707	218.77886251143565
30	234.98478828557583	219.39238480985347
31	234.64101615137756	220.0
32	234.2866920280845	220.60152299640217
33	233.92192384625704	221.19677056932818
34	233.54682271781695	221.78556140060107
35	233.16150290220168	222.36771613882988
36	232.76608177155967	222.94305745404185
37	232.3606797749979	223.51141009169893
38	231.9454204018917	224.07260092608192
39	231.5204301442689	224.62645901302633
40	231.08583845827883	225.1728156419935
41	230.64177772475912	225.71150438746156
42	230.1883832089109	226.2423611596203
43	229.72579301909576	226.76522425435434
44	229.2541480647668	227.27993440249995
45	228.77359201354605	227.78633481835988
46	228.2842712474619	228.2842712474619
47	227.7863348183599	228.77359201354605
48	227.27993440249995	229.2541480647668
49	226.76522425435434	229.72579301909576
50	226.24236115962032	230.18838320891086
51	225.71150438746156	230.64177772475912
52	225.1728156419935	231.08583845827883
53	224.62645901302633	231.5204301442689
54	224.07260092608195	231.9454204018917
55	223.51141009169893	232.3606797749979
56	222.94305745404185	232.76608177155967
57	222.36771613882988	233.16150290220168
58	221.7855614006011	233.54682271781695
59	221.19677056932818	233.92192384625704
60	220.60152299640217	234.28669202808447
61	220.0	234.64101615137753
62	219.3923848098535	234.98478828557583
63	218.77886251143565	235.31790371435707
64	218.15961998958187	235.64026096753472
65	217.5348458715631	235.9517618519667
66	216.90473046962796	236.252311481466
67	216.269465723032	236.54181830570403
68	215.62924513957094	236.8201941380976
69	214.98426373663648	237.0873541826715
70	214.334717981812	237.34321705988808
71	213.68080573302674	237.58770483143633
72	213.02272617828626	237.82074302397268
73	212.3606797749979	238.04226065180615
74	211.69486818890948	238.25219023852142
75	211.02549423267996	238.45046783753276
76	210.35276180410082	238.63703305156272
77	209.6768758239867	238.81182905103987
78	208.9980421737546	238.9748025914094
79	208.31646763271036	239.12590402935223
80	207.6323598150618	239.26508733790655
81	206.9459271066772	239.39231012048833
82	206.25737860160925	239.5075336238055
83	205.56692403840262	239.6107227496628
84	204.8747737362059	239.7018460656529
85	204.18113853070614	239.78087581473093
86	203.48622970990633	239.8477879236698
87	202.79025894976502	239.90256201039296
88	202.09343824971776	239.94518139018294
89	201.39597986810006	239.97563308076383
90	200.69809625749136	239.99390780625566
91	200.0	240.0
92	199.30190374250867	239.99390780625566
93	198.60402013189997	239.97563308076383
94	197.90656175028224	239.94518139018294
95	197.20974105023498	239.90256201039296
96	196.51377029009367	239.8477879236698
97	195.81886146929386	239.78087581473093
98	195.1252262637941	239.7018460656529
99	194.43307596159738	239.6107227496628
100	193.74262139839075	239.5075336238055
101	193.0540728933228	239.39231012048833
102	192.3676401849382	239.26508733790655
103	191.68353236728964	239.12590402935223
104	191.00195782624542	238.9748025914094
105	190.3231241760133	238.81182905103987
106	189.64723819589918	238.63703305156272
107	188.97450576732004	238.45046783753276
108	188.30513181109052	238.25219023852142
109	187.6393202250021	238.04226065180615
110	186.97727382171374	237.82074302397268
111	186.31919426697326	237.58770483143633
112	185.66528201818798	237.34321705988808
113	185.01573626336352	237.0873541826715
114	184.37075486042906	236.8201941380976
115	183.730534276968	236.54181830570406
116	183.09526953037204	236.252311481466
117	182.4651541284369	235.9517618519667
118	181.84038001041813	235.64026096753472
119	181.22113748856438	235.3179037143571
120	180.60761519014653	234.98478828557583
121	180.0	234.64101615137756
122	179.39847700359783	234.2866920280845
123	178.80322943067182	233.92192384625704
124	178.21443859939893	233.54682271781695
125	177.63228386117012	233.16150290220168
126	177.05694254595818	232.7660817715597
127	176.4885899083011	232.3606797749979
128	175.92739907391805	231.9454204018917
129	175.37354098697367	231.5204301442689
130	174.82718435800652	231.08583845827883
131	174.28849561253844	230.64177772475912
132	173.7576388403797	230.1883832089109
133	173.2347757456457	229.7257930190958
134	172.72006559750008	229.25414806476684
135	172.2136651816401	228.77359201354605
136	171.7157287525381	228.2842712474619
137	171.22640798645395	227.7863348183599
138	170.7458519352332	227.27993440249995
139	170.27420698090424	226.76522425435434
140	169.8116167910891	226.2423611596203
141	169.35822227524088	225.7115043874616
142	168.91416154172117	225.1728156419935
143	168.4795698557311	224.62645901302633
144	168.0545795981083	224.07260092608195
145	167.6393202250021	223.51141009169893
146	167.23391822844033	222.94305745404185
147	166.83849709779832	222.36771613882988
148	166.45317728218305	221.7855614006011
149	166.07807615374296	221.19677056932818
150	165.71330797191553	220.60152299640217
151	165.35898384862244	220.0
152	165.01521171442417	219.3923848098535
153	164.68209628564293	218.77886251143562
154	164.35973903246528	218.15961998958187
155	164.04823814803333	217.5348458715631
156	163.747688518534	216.90473046962796
157	163.45818169429594	216.269465723032
158	163.1798058619024	215.62924513957094
159	162.9126458173285	214.98426373663648
160	162.65678294011195	214.33471798181202
161	162.41229516856367	213.68080573302674
162	162.17925697602732	213.02272617828626
163	161.95773934819385	212.3606797749979
164	161.74780976147858	211.69486818890948
165	161.54953216246724	211.02549423267996
166	161.36296694843728	210.35276180410085
167	161.18817094896013	209.6768758239867
168	161.0251974085906	208.9980421737546
169	160.87409597064777	208.31646763271038
170	160.73491266209345	207.6323598150618
171	160.60768987951167	206.94592710667723
172	160.4924663761945	206.25737860160925
173	160.3892772503372	205.56692403840262
174	160.2981539343471	204.8747737362059
175	160.21912418526907	204.18113853070614
176	160.1522120763302	203.48622970990633
177	160.09743798960704	202.79025894976502
178	160.05481860981706	202.09343824971776
179	160.02436691923617	201.39597986810006
180	160.00609219374434	200.69809625749133
181	160.0	200.0
182	160.00609219374434	199.30190374250867
183	160.02436691923617	198.60402013189997
184	160.05481860981706	197.90656175028226
185	160.09743798960704	197.209741050235
186	160.1522120763302	196.51377029009367
187	160.21912418526907	195.81886146929386
188	160.2981539343471	195.1252262637941
189	160.3892772503372	194.43307596159738
190	160.4924663761945	193.74262139839078
191	160.60768987951167	193.05407289332277
192	160.73491266209345	192.3676401849382
193	160.87409597064777	191.68353236728964
194	161.0251974085906	191.00195782624542
195	161.18817094896013	190.3231241760133
196	161.36296694843725	189.64723819589918
197	161.54953216246724	188.97450576732007
198	161.74780976147858	188.30513181109052
199	161.95773934819385	187.63932022500208
200	162.17925697602732	186.97727382171374
201	162.41229516856367	186.31919426697326
202	162.65678294011195	185.66528201818798
203	162.9126458173285	185.01573626336352
204	163.1798058619024	184.37075486042906
205	163.45818169429594	183.730534276968
206	163.747688518534	183.09526953037204
207	164.0482381480333	182.46515412843692
208	164.35973903246528	181.84038001041816
209	164.6820962856429	181.22113748856438
210	165.01521171442417	180.6076151901465
211	165.35898384862247	180.0
212	165.7133079719155	179.39847700359783
213	166.07807615374296	178.80322943067182
214	166.45317728218305	178.21443859939893
215	166.83849709779832	177.63228386117012
216	167.2339182284403	177.05694254595818
217	167.6393202250021	176.4885899083011
218	168.05457959810826	175.92739907391808
219	168.4795698557311	175.3735409869737
220	168.91416154172117	174.82718435800652
221	169.35822227524088	174.28849561253844
222	169.81161679108914	173.75763884037968
223	170.27420698090424	173.23477574564566
224	170.74585193523316	172.72006559750008
225	171.22640798645395	172.2136651816401
226	171.7157287525381	171.7157287525381
227	172.2136651816401	171.22640798645398
228	172.72006559750005	170.7458519352332
229	173.23477574564566	170.27420698090424
230	173.75763884037968	169.81161679108914
231	174.2884956125384	169.35822227524088
232	174.82718435800652	168.91416154172117
233	175.37354098697367	168.4795698557311
234	175.92739907391808	168.0545795981083
235	176.48858990830107	167.6393202250021
236	177.05694254595815	167.23391822844033
237	177.6322838611701	166.83849709779835
238	178.21443859939893	166.45317728218305
239	178.8032294306718	166.07807615374298
240	179.3984770035978	165.71330797191553
241	179.99999999999997	165.35898384862247
242	180.6076151901465	165.0152117144242
243	181.22113748856438	164.68209628564293
244	181.84038001041813	164.35973903246528
245	182.4651541284369	164.04823814803333
246	183.09526953037204	163.747688518534
247	183.730534276968	163.45818169429594
248	184.37075486042906	163.1798058619024
249	185.01573626336352	162.9126458173285
250	185.66528201818798	162.65678294011195
251	186.31919426697323	162.41229516856367
252	186.97727382171374	162.17925697602732
253	187.6393202250021	161.95773934819385
254	188.30513181109052	161.74780976147858
255	188.97450576732004	161.54953216246724
256	189.64723819589918	161.36296694843728
257	190.3231241760133	161.18817094896013
258	191.0019578262454	161.0251974085906
259	191.68353236728962	160.87409597064777
260	192.3676401849382	160.73491266209345
261	193.0540728933228	160.60768987951167
262	193.74262139839075	160.4924663761945
263	194.43307596159735	160.3892772503372
264	195.12522626379408	160.2981539343471
265	195.81886146929384	160.21912418526907
266	196.51377029009367	160.1522120763302
267	197.20974105023498	160.09743798960704
268	197.90656175028226	160.05481860981703
269	198.60402013189997	160.02436691923617
270	199.30190374250867	160.00609219374434
271	200.0	160.0
272	200.69809625749133	160.00609219374434
273	201.39597986810003	160.02436691923617
274	202.09343824971774	160.05481860981703
275	202.79025894976502	160.09743798960704
276	203.48622970990633	160.1522120763302
277	204.18113853070616	160.21912418526907
278	204.8747737362059	160.2981539343471
279	205.56692403840262	160.3892772503372
280	206.25737860160922	160.4924663761945
281	206.9459271066772	160.60768987951167
282	207.63235981506176	160.73491266209345
283	208.31646763271038	160.87409597064777
284	208.99804217375458	161.0251974085906
285	209.6768758239867	161.18817094896013
286	210.35276180410082	161.36296694843725
287	211.02549423267993	161.54953216246724
288	211.69486818890948	161.74780976147858
289	212.3606797749979	161.95773934819385
290	213.02272617828626	162.17925697602732
291	213.68080573302677	162.41229516856367
292	214.33471798181202	162.65678294011192
293	214.98426373663648	162.9126458173285
294	215.62924513957094	163.17980586190237
295	216.269465723032	163.45818169429594
296	216.90473046962796	163.747688518534
297	217.5348458715631	164.0482381480333
298	218.15961998958187	164.35973903246528
299	218.77886251143562	164.6820962856429
300	219.3923848098535	165.01521171442417
301	220.0	165.35898384862247
302	220.60152299640217	165.7133079719155
303	221.19677056932818	166.07807615374296
304	221.78556140060107	166.45317728218302
305	222.36771613882988	166.83849709779832
306	222.94305745404185	167.23391822844033
307	223.5114100916989	167.6393202250021
308	224.07260092608192	168.05457959810826
309	224.6264590130263	168.4795698557311
310	225.17281564199348	168.91416154172114
311	225.71150438746156	169.35822227524088
312	226.2423611596203	169.8116167910891
313	226.76522425435434	170.27420698090424
314	227.27993440249995	170.7458519352332
315	227.78633481835988	171.22640798645395
316	228.2842712474619	171.7157287525381
317	228.77359201354602	172.2136651816401
318	229.2541480647668	172.72006559750005
319	229.72579301909576	173.23477574564566
320	230.18838320891086	173.7576388403797
321	230.64177772475912	174.2884956125384
322	231.08583845827883	174.82718435800652
323	231.5204301442689	175.37354098697367
324	231.9454204018917	175.92739907391808
325	232.3606797749979	176.48858990830107
326	232.76608177155967	177.05694254595815
327	233.16150290220165	177.6322838611701
328	233.54682271781695	178.21443859939893
329	233.92192384625702	178.8032294306718
330	234.28669202808447	179.3984770035978
331	234.64101615137753	179.99999999999997
332	234.9847882855758	180.6076151901465
333	235.31790371435707	181.22113748856435
334	235.64026096753472	181.84038001041813
335	235.95176185196667	182.4651541284369
336	236.252311481466	183.09526953037204
337	236.54181830570406	183.730534276968
338	236.8201941380976	184.37075486042903
339	237.0873541826715	185.01573626336352
340	237.34321705988805	185.66528201818798
341	237.58770483143633	186.31919426697323
342	237.82074302397268	186.97727382171374
343	238.04226065180615	187.6393202250021
